timestamp,device_id,temperature_c,humidity_pct,vibration_level,pressure_kpa,light_lux,gas_ppm,anomaly_label
2024-01-01 00:00:00,DEV_052,15.870793219602838,47.799732348249286,0.7449233594405887,102.55726539342797,331.8367086720082,344.8821623232406,0.0
2024-01-01 00:00:30,DEV_093,30.87690111093297,62.5167512525005,0.1614450551244526,102.83203045205526,690.4150899960795,417.03093986959954,0.0
2024-01-01 00:01:00,DEV_015,21.54120114252939,82.58804007221005,2.015713985714995,100.8055322406652,76.24075133008085,438.12003685529305,0.0
2024-01-01 00:01:30,DEV_072,20.624545440073867,44.91378531651808,,101.4626074579976,261.7121574783315,344.66521737912393,0.0
2024-01-01 00:02:00,DEV_061,26.4249972827903,55.957444941984114,0.11186937539280147,103.02285339907631,120.22983688596909,466.46914742324867,0.0
2024-01-01 00:02:30,DEV_021,23.506916970676592,71.38725164924273,0.17245865705297017,103.67487775716975,237.72848552764532,369.7002856410857,0.0
2024-01-01 00:03:00,DEV_083,32.11755723041697,68.01042768124714,2.1465140036419994,102.2439287209099,303.14340512900617,451.78826307720055,0.0
2024-01-01 00:03:30,DEV_087,30.452132588510384,76.1286796623134,,104.5698586250165,514.4911451400121,390.05784116985734,0.0
2024-01-01 00:04:00,DEV_075,22.956661190087694,58.58881736856657,0.8908613041613266,99.582533400323,98.07027329335853,455.7876530675013,0.0
2024-01-01 00:04:30,DEV_075,29.169939840823215,47.54066555353621,0.06675103636168501,100.20463096147422,207.38093270180224,415.5758775212575,0.0
2024-01-01 00:05:00,DEV_088,22.81885239878899,59.429653543389236,0.8904539902163048,97.9794456967051,594.7115598553193,382.62191433071837,0.0
2024-01-01 00:05:30,DEV_100,22.78434149833595,49.2478017402037,0.19462759223353757,100.03962958701487,565.6617923711218,438.7491015460146,0.0
2024-01-01 00:06:00,DEV_024,27.856739032251713,39.703679531651396,0.7781424164447008,99.62111774979503,482.76823860980755,475.516474652278,0.0
2024-01-01 00:06:30,DEV_003,30.823364361876614,60.52333364433932,0.03014510767406257,102.67425331532206,578.4047973223006,363.94906273579426,0.0
2024-01-01 00:07:00,DEV_022,23.235709928751405,32.66093045826278,0.24441601371654745,101.47837878230747,591.1691254793338,404.11040391925343,0.0
2024-01-01 00:07:30,DEV_053,23.540284905991427,32.01164166465439,0.3748721264714425,104.17453569987819,206.7061148537887,374.8556731687052,0.0
2024-01-01 00:08:00,DEV_002,26.204818876366883,33.551544669234566,0.012535073582754814,102.04596646471292,448.63907670338176,469.0028893076048,0.0
2024-01-01 00:08:30,DEV_088,21.424038102121607,66.99361450641624,0.11969162570019738,98.82029259261876,587.6351044511887,386.3940952812481,0.0
2024-01-01 00:09:00,DEV_030,31.261641559305012,52.38427677976287,0.11092955331248298,99.2361064895601,551.5835303203473,447.7785539386834,0.0
2024-01-01 00:09:30,DEV_038,21.38578956575346,57.17633502945672,0.3939754245281588,100.90533444871214,401.839290813453,430.92147958107654,0.0
2024-01-01 00:10:00,DEV_002,22.467224937856017,48.88693745175394,0.0857495244276089,100.74390417653233,371.9076127604234,361.393183585942,0.0
2024-01-01 00:10:30,DEV_064,32.06895628415815,43.949992350312954,2.2678074198642593,101.70864276719372,240.7334941586908,342.7186643349385,0.0
2024-01-01 00:11:00,DEV_060,25.85835371555401,49.7067839324172,1.307847888338926,99.19640120520586,339.316808127215,363.3661864637632,0.0
2024-01-01 00:11:30,DEV_021,32.77433371527842,40.63579932451352,0.15242172177858504,100.7885561168517,546.4936871809089,444.768195903631,0.0
2024-01-01 00:12:00,DEV_033,24.122889917262135,67.3316849487426,0.16010837958297536,102.97315544446256,347.65031053983273,439.9297516627909,0.0
2024-01-01 00:12:30,DEV_076,35.078075279489425,35.59545219912041,1.7673371660794592,101.52992964759315,479.6596725521315,440.74713461294476,0.0
2024-01-01 00:13:00,DEV_058,27.46259992198459,58.4295393475736,0.21361443640837657,101.41515663386184,758.2357490368704,381.79002121132584,0.0
2024-01-01 00:13:30,DEV_022,21.990256189552333,56.225484675283106,0.33024830806017097,102.7755375922194,85.3378917694748,475.86675767826006,0.0
2024-01-01 00:14:00,DEV_089,21.928649525301235,46.6057989759785,0.725349745598112,,616.0086019790235,397.892386826969,0.0
2024-01-01 00:14:30,DEV_049,19.171168356795647,35.62591641968174,0.2529901824967779,99.2396637508712,595.8901570828855,329.982621619395,0.0
2024-01-01 00:15:00,DEV_091,19.608740215962378,68.6846740760073,1.3964758544473475,99.61423084207678,428.45283605162905,432.06810648565283,0.0
2024-01-01 00:15:30,DEV_059,22.361873662202555,61.32471988799297,0.5335501312564345,102.79973806365001,159.77230151721494,378.63745772895726,0.0
